Nom,Age,Nationalite,Valeur_Marchande,Prix_Raw,URL_Profil,Position,Ligue,Fin_Contrat,Matchs_22_23,Buts_22_23,Minutes_22_23
Markus Solbakken,25,Norvège,"2,50 mio. €","2,20 mio. €",https://www.transfermarkt.fr/markus-solbakken/profil/spieler/418567,Milieu central,Superliga,2028,34,2,2990
Marko Dugandzic,31,Croatie,"2,50 mio. €","2,00 mio. €",https://www.transfermarkt.fr/marko-dugandzic/profil/spieler/225961,Avant-centre,Autre,0,45,22,3417
Marcos André,29,Brésil,"2,50 mio. €","1,80 mio. €",https://www.transfermarkt.fr/marcos-andre/profil/spieler/481084,Avant-centre,LaLiga2,2029,19,1,541
Tobias Gulliksen,22,Norvège,"2,50 mio. €","1,80 mio. €",https://www.transfermarkt.fr/tobias-gulliksen/profil/spieler/619657,Milieu offensif,Bundesliga,2029,30,6,1783
Ander Guevara,28,Espagne,"2,50 mio. €","1,80 mio. €",https://www.transfermarkt.fr/ander-guevara/profil/spieler/465967,Milieu central,LaLiga,2027,16,1,784
Kevin Mantilla,22,Colombie,"2,50 mio. €","1,62 mio. €",https://www.transfermarkt.fr/kevin-mantilla/profil/spieler/984904,Défenseur central,Liga DIMAYOR I,2026,18,1,1427
Mahala Opoku,24,Ghana,"2,50 mio. €","1,61 mio. €",https://www.transfermarkt.fr/mahala-opoku/profil/spieler/565774,Ailier droit,MLS,2026,42,8,2757
Landry Dimata,28,Belgique,"2,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/landry-dimata/profil/spieler/311489,Avant-centre,Super League,2026,32,10,2237
Erik Palmer-Brown,28,États-Unis,"2,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/erik-palmer-brown/profil/spieler/282199,Défenseur central,Super League 1,2027,38,0,3193
Aleksandar Pesic,33,Serbie,"2,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/aleksandar-pesic/profil/spieler/73457,Avant-centre,NB I.,2026,40,16,2808
Jacob Ondrejka,23,Suède,"2,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/jacob-ondrejka/profil/spieler/663237,Ailier gauche,Serie A,2029,14,7,981
Gabriel Silva,23,Brésil,"2,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/gabriel-silva/profil/spieler/627224,Ailier gauche,Liga Portugal,2027,35,5,2330
Faïz Selemani,32,Comores,"2,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/faiz-selemani/profil/spieler/352017,Ailier gauche,Stars League,2027,30,8,2238
Alexander Hack,32,Allemagne,"2,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/alexander-hack/profil/spieler/126281,Défenseur central,Super League,2026,22,1,1353
Tai Baribo,28,Israël,"2,50 mio. €","1,40 mio. €",https://www.transfermarkt.fr/tai-baribo/profil/spieler/492252,Avant-centre,MLS,2030,47,24,3274
Luquinhas,29,Brésil,"2,50 mio. €","1,35 mio. €",https://www.transfermarkt.fr/luquinhas/profil/spieler/402825,Ailier gauche,Ekstraklasa,2027,34,3,2610
Bruno Gomes,24,Brésil,"2,50 mio. €","1,31 mio. €",https://www.transfermarkt.fr/bruno-gomes/profil/spieler/703322,Arrière droit,Série A,2027,45,3,3365
Hendrik Van Crombrugge,32,Belgique,"2,50 mio. €","1,30 mio. €",https://www.transfermarkt.fr/hendrik-van-crombrugge/profil/spieler/137326,Gardien de but,Jupiler Pro League,2027,28,0,2580
Zuriko Davitashvili,24,Géorgie,"2,50 mio. €","1,25 mio. €",https://www.transfermarkt.fr/zuriko-davitashvili/profil/spieler/427572,Ailier gauche,Ligue 2,2028,36,7,2444
Jérémy Livolant,28,France,"2,50 mio. €","1,25 mio. €",https://www.transfermarkt.fr/jeremy-livolant/profil/spieler/324806,Ailier droit,Liga Portugal,2027,40,9,3352
Santiago Pierotti,24,Argentine,"2,50 mio. €","1,20 mio. €",https://www.transfermarkt.fr/santiago-pierotti/profil/spieler/674806,Ailier droit,Serie A,2027,37,3,2627
Florent Muslija,27,Kosovo,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/florent-muslija/profil/spieler/337036,Ailier gauche,2. Bundesliga,2026,35,10,2220
Sean Klaiber,31,Suriname,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/sean-klaiber/profil/spieler/268113,Arrière droit,Superliga,2027,33,2,2594
Carel Eiting,27,Pays-Bas,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/carel-eiting/profil/spieler/315128,Milieu central,Cyprus League,2027,35,3,3126
William Troost-Ekong,32,Nigeria,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/william-troost-ekong/profil/spieler/192875,Défenseur central,Stars League,2028,26,2,1715
Bruno Onyemaechi,26,Nigeria,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/bruno-onyemaechi/profil/spieler/701325,Arrière gauche,Super League 1,2028,35,2,3069
Mirko Topić,25,Serbie,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/mirko-topic/profil/spieler/615302,Milieu défensif,Championship,2029,39,0,2924
Sam Adekugbe,31,Canada,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/sam-adekugbe/profil/spieler/287578,Arrière gauche,MLS,2026,37,1,2553
Christopher Lenz,31,Allemagne,"2,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/christopher-lenz/profil/spieler/159844,Arrière gauche,2. Bundesliga,2027,34,0,1784
Iván Gómez,28,Argentine,"2,50 mio. €",912 K €,https://www.transfermarkt.fr/ivan-gomez/profil/spieler/459318,Milieu défensif,Torneo Apertura,2027,42,2,3415
Dominik Schmid,27,Suisse,"2,50 mio. €",900 K €,https://www.transfermarkt.fr/dominik-schmid/profil/spieler/359409,Arrière gauche,Super League,2027,36,0,2976
Paul Seguin,30,Allemagne,"2,50 mio. €",750 K €,https://www.transfermarkt.fr/paul-seguin/profil/spieler/183780,Milieu central,2. Bundesliga,2027,23,1,904
Immanuel Pherai,24,Suriname,"2,50 mio. €",750 K €,https://www.transfermarkt.fr/immanuel-pherai/profil/spieler/412935,Milieu offensif,2. Bundesliga,2026,29,10,1933
Blas Armoa,26,Paraguay,"2,50 mio. €",743 K €,https://www.transfermarkt.fr/blas-armoa/profil/spieler/491603,Ailier gauche,Torneo Apertura,2026,44,5,2197
Richie Laryea,31,Canada,"2,50 mio. €",700 K €,https://www.transfermarkt.fr/richie-laryea/profil/spieler/417348,Arrière droit,MLS,2026,33,3,2801
Bernardo,30,Brésil,"2,50 mio. €",600 K €,https://www.transfermarkt.fr/bernardo/profil/spieler/364258,Arrière gauche,Bundesliga,0,27,0,1985
Oumar Gonzalez,27,Cameroun,"2,50 mio. €",600 K €,https://www.transfermarkt.fr/oumar-gonzalez/profil/spieler/388795,Défenseur central,First Division League,2026,32,0,2651
Bradley Locko,23,France,"2,50 mio. €",500 K €,https://www.transfermarkt.fr/bradley-locko/profil/spieler/805908,Arrière gauche,Ligue 1,2027,26,0,1621
Yahia Attiyat Allah,30,Maroc,"2,50 mio. €",500 K €,https://www.transfermarkt.fr/yahia-attiyat-allah/profil/spieler/366746,Arrière gauche,Premier Liga,2027,46,3,4075
Facundo Almada,27,Argentine,"2,50 mio. €",500 K €,https://www.transfermarkt.fr/facundo-almada/profil/spieler/639390,Défenseur central,Liga MX Apertura,0,17,1,1386
Arijan Ademi,34,Macédoine du Nord,"2,50 mio. €",300 K €,https://www.transfermarkt.fr/arijan-ademi/profil/spieler/71542,Milieu défensif,NB I.,2026,53,8,3709
Nuno Santos,26,Portugal,"2,50 mio. €",300 K €,https://www.transfermarkt.fr/nuno-santos/profil/spieler/367468,Milieu offensif,Betway Premiership,2027,6,1,291
Kamil Jóźwiak,27,Pologne,"2,50 mio. €",250 K €,https://www.transfermarkt.fr/kamil-jozwiak/profil/spieler/289167,Ailier gauche,Ekstraklasa,2027,33,4,1879
Fernando,38,Brésil,"2,50 mio. €",120 K €,https://www.transfermarkt.fr/fernando/profil/spieler/51174,Milieu défensif,Autre,0,36,0,2693
Jacob Christensen,24,Danemark,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/jacob-christensen/profil/spieler/515017,Milieu défensif,Eliteserien,2028,37,1,3160
Faride Alidou,24,Allemagne,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/faride-alidou/profil/spieler/456492,Ailier gauche,2. Bundesliga,2026,21,1,269
Gabriel Paulista,35,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/gabriel-paulista/profil/spieler/149498,Défenseur central,Série A,2027,23,1,1684
Gaétan Weissbeck,29,France,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/gaetan-weissbeck/profil/spieler/347958,Milieu offensif,Cyprus League,2026,32,5,2701
Fabian Reese,28,Allemagne,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/fabian-reese/profil/spieler/227102,Ailier gauche,2. Bundesliga,2030,34,11,2886
Maxime Dupé,32,France,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/maxime-dupe/profil/spieler/127188,Gardien de but,Ligue 1,2026,38,0,3420
Ludwig Augustinsson,31,Suède,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ludwig-augustinsson/profil/spieler/170646,Arrière gauche,Jupiler Pro League,2027,9,0,366
Wahid Faghir,22,Danemark,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/wahid-faghir/profil/spieler/610431,Avant-centre,Superliga,2028,20,5,634
Kevin Vogt,34,Allemagne,"2,50 mio. €",?,https://www.transfermarkt.fr/kevin-vogt/profil/spieler/84435,Défenseur central,2. Bundesliga,2027,24,0,1989
Gustavo Sauer,32,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/gustavo-sauer/profil/spieler/336158,Ailier droit,Super League,2026,27,7,1333
Ahmad Nourollahi,33,Iran,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ahmad-nourollahi/profil/spieler/327140,Milieu central,UAE Pro League,2027,28,2,2202
Finn Dahmen,27,Allemagne,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/finn-dahmen/profil/spieler/251299,Gardien de but,Bundesliga,2027,10,0,900
Masaya Okugawa,29,Japon,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/masaya-okugawa/profil/spieler/307052,Ailier gauche,J1 Special Season,2027,32,6,2259
Neraysho Kasanwirjo,23,Pays-Bas,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/neraysho-kasanwirjo/profil/spieler/503640,Défenseur central,Eredivisie,2026,24,2,1550
Ryan Manning,29,Irlande,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ryan-manning/profil/spieler/262300,Arrière gauche,Championship,2027,46,5,3900
Mateo Tanlongo,22,Argentine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/mateo-tanlongo/profil/spieler/851804,Milieu défensif,Liga Portugal 2,2027,14,0,158
Ryan Flamingo,23,Pays-Bas,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ryan-flamingo/profil/spieler/586429,Défenseur central,Eredivisie,2029,34,3,2803
Nacho Vidal,31,Espagne,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/nacho-vidal/profil/spieler/216870,Arrière droit,LaLiga,2027,22,1,1354
Toni Lato,28,Espagne,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/toni-lato/profil/spieler/320271,Arrière gauche,LaLiga,2027,27,1,1150
Felix Mambimbi,25,Suisse,"2,50 mio. €",?,https://www.transfermarkt.fr/felix-mambimbi/profil/spieler/507496,Ailier gauche,Ligue 1,2027,12,0,445
Vitor Hugo,34,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/vitor-hugo/profil/spieler/149752,Défenseur central,Série A,2028,60,4,4669
Tin Jedvaj,30,Croatie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/tin-jedvaj/profil/spieler/206386,Défenseur central,Super League 1,2027,34,1,2781
Bersant Celina,29,Kosovo,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/bersant-celina/profil/spieler/229695,Milieu offensif,Allsvenskan,2026,36,1,2156
Callum Styles,25,Hongrie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/callum-styles/profil/spieler/435062,Arrière gauche,Championship,2028,30,2,1898
Naci Ünüvar,22,Turquie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/naci-unuvar/profil/spieler/508639,Ailier gauche,Eredivisie,2026,13,3,511
Liziero,28,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/liziero/profil/spieler/401526,Milieu central,Liga Portugal,2028,19,0,903
Oliver Burke,28,Écosse,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/oliver-burke/profil/spieler/341317,Avant-centre,Bundesliga,2029,34,4,1078
Lucas Oliveira,30,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/lucas-oliveira/profil/spieler/592373,Défenseur central,Série A,2026,30,2,2572
Raúl Moro,23,Espagne,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/raul-moro/profil/spieler/624942,Ailier gauche,LaLiga,2031,28,1,863
Mariano Díaz,32,République Dominicaine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/mariano-diaz/profil/spieler/225020,Avant-centre,LaLiga,2027,11,0,156
Thomas Meunier,34,Belgique,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/thomas-meunier/profil/spieler/100986,Arrière droit,Ligue 1,2026,18,0,1206
Liam Henderson,29,Écosse,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/liam-henderson/profil/spieler/193867,Milieu central,Serie B,2027,26,0,1060
Daley Sinkgraven,30,Pays-Bas,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/daley-sinkgraven/profil/spieler/215099,Arrière gauche,Eredivisie,2026,12,0,342
Pontus Jansson,34,Suède,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/pontus-jansson/profil/spieler/125314,Défenseur central,Allsvenskan,2027,27,2,1983
Jens Petter Hauge,26,Norvège,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/jens-petter-hauge/profil/spieler/422355,Ailier gauche,Eliteserien,2028,29,0,809
Rareș Ilie,22,Roumanie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/rares-ilie/profil/spieler/812654,Milieu offensif,Serie B,2026,17,0,637
Samuel Kalu,28,Nigeria,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/samuel-kalu/profil/spieler/424051,Ailier droit,efbet Liga,2027,9,0,230
Alexander Barboza,30,Argentine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/alexander-barboza/profil/spieler/379752,Défenseur central,Série A,2026,40,5,3518
Gerrit Holtmann,30,Philippines,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/gerrit-holtmann/profil/spieler/190289,Ailier gauche,2. Bundesliga,2027,26,1,1112
Aaron Ramsey,35,Pays de Galles,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/aaron-ramsey/profil/spieler/50057,Milieu central,Autre,0,34,1,2100
Stéphane Diarra,27,Côte d'Ivoire,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/stephane-diarra/profil/spieler/428954,Ailier droit,Liga Portugal,2028,30,3,1220
Kieffer Moore,33,Pays de Galles,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/kieffer-moore/profil/spieler/275590,Avant-centre,Championship,2028,29,4,1409
Nicolás Freire,31,Argentine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/nicolas-freire/profil/spieler/266809,Défenseur central,Torneo Apertura,2026,33,2,2953
Ramon,24,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ramon/profil/spieler/663578,Arrière gauche,Série A,2026,11,0,507
Giuseppe Pezzella,28,Italie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/giuseppe-pezzella/profil/spieler/336960,Arrière gauche,Serie A,2028,16,0,923
Figueiredo,24,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/figueiredo/profil/spieler/703324,Ailier gauche,Liga Portugal,2028,22,0,954
Marcelo Benevenuto,30,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/marcelo-benevenuto/profil/spieler/476339,Défenseur central,Série B,2026,36,1,2796
Mads Bech Sørensen,27,Danemark,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/mads-bech-sorensen/profil/spieler/372240,Défenseur central,Superliga,2027,17,1,1106
Kazımcan Karataş,23,Turquie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/kazimcan-karatas/profil/spieler/697149,Arrière gauche,Süper Lig,2026,13,0,905
Ilya Samoshnikov,28,Russie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ilya-samoshnikov/profil/spieler/522030,Arrière gauche,Premier Liga,2028,28,2,2403
Mousa Tamari,28,Jordanie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/mousa-tamari/profil/spieler/551505,Milieu gauche,Ligue 1,2028,36,6,2956
Tino Kadewere,30,Zimbabwe,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/tino-kadewere/profil/spieler/384060,Avant-centre,Super League 1,2028,19,2,701
Rhys Healey,31,Angleterre,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/rhys-healey/profil/spieler/238185,Avant-centre,League One,2026,6,2,127
Ryan Longman,25,Angleterre,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ryan-longman/profil/spieler/512175,Ailier droit,Championship,2027,37,2,1878
Matías Pellegrini,25,Argentine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/matias-pellegrini/profil/spieler/606267,Ailier gauche,Torneo Apertura,2026,27,1,1279
Di'Shon Bernard,25,Jamaïque,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/dishon-bernard/profil/spieler/531677,Défenseur central,Championship,2027,13,0,868
Ally Samatta,33,Tanzanie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ally-samatta/profil/spieler/182201,Avant-centre,Ligue 1,2026,36,6,1573
Giuliano Simeone,23,Argentine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/giuliano-simeone/profil/spieler/742201,Ailier droit,LaLiga,2030,37,9,2901
Tiemoué Bakayoko,31,France,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/tiemoue-bakayoko/profil/spieler/182618,Milieu défensif,Autre,0,3,0,39
Joris Kayembe,31,RD Congo,"2,50 mio. €",?,https://www.transfermarkt.fr/joris-kayembe/profil/spieler/129586,Arrière gauche,Jupiler Pro League,2026,31,1,2477
Dmitriy Poloz,34,Russie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/dmitriy-poloz/profil/spieler/98539,Ailier gauche,Autre,0,30,9,1906
Zack Steffen,30,États-Unis,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/zack-steffen/profil/spieler/221624,Gardien de but,MLS,2026,45,0,4050
Omir Fernandez,27,États-Unis,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/omir-fernandez/profil/spieler/467271,Ailier droit,MLS,2026,38,8,2235
Juan Fernando Quintero,33,Colombie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/juan-fernando-quintero/profil/spieler/122582,Milieu offensif,Torneo Apertura,2027,23,6,1689
Kaiky,22,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/kaiky/profil/spieler/743589,Défenseur central,UAE Pro League,0,14,0,671
Konrad de la Fuente,24,États-Unis,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/konrad-de-la-fuente/profil/spieler/466809,Ailier gauche,LaLiga2,2026,5,0,197
Ignacio Pussetto,30,Argentine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ignacio-pussetto/profil/spieler/283528,Avant-centre,Torneo Apertura,2027,20,4,998
Paul Bernardoni,28,France,"2,50 mio. €",?,https://www.transfermarkt.fr/paul-bernardoni/profil/spieler/318507,Gardien de but,Ligue 2,2027,30,0,2730
Emerson Rodríguez,25,Colombie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/emerson-rodriguez/profil/spieler/715140,Ailier gauche,efbet Liga,2026,13,1,652
Robert Muric,29,Croatie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/robert-muric/profil/spieler/226085,Ailier droit,Autre,0,34,1,1109
Aboubakar Kamara,30,Mauritanie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/aboubakar-kamara/profil/spieler/290951,Avant-centre,Thai League,2026,22,4,1255
Diadié Samassékou,30,Mali,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/diadie-samassekou/profil/spieler/315604,Milieu défensif,MLS,2026,28,2,1264
Javi Hernández,27,Espagne,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/javi-hernandez/profil/spieler/422466,Arrière gauche,Super League 1,2026,26,1,1220
Otabek Shukurov,29,Ouzbékistan,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/otabek-shukurov/profil/spieler/294525,Milieu central,UAE Pro League,2026,31,1,2167
Aylton Boa Morte,32,Portugal,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/aylton-boa-morte/profil/spieler/352811,Ailier droit,UAE Pro League,0,31,13,2786
Sorriso,24,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/sorriso/profil/spieler/868101,Ailier gauche,Liga Portugal,2029,46,9,2251
Bilal Boutobba,27,France,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/bilal-boutobba/profil/spieler/344151,Ailier droit,Saudi Pro League,2027,39,11,3302
Choco Lozano,32,Honduras,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/choco-lozano/profil/spieler/131275,Avant-centre,Liga MX Apertura,0,28,1,1440
Edouard Michut,22,France,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/edouard-michut/profil/spieler/659521,Milieu central,Eredivisie,2027,31,2,1638
Kamory Doumbia,22,Mali,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/kamory-doumbia/profil/spieler/671594,Milieu offensif,Ligue 1,2029,29,2,1383
Lucas Di Yorio,29,Argentine,"2,50 mio. €",?,https://www.transfermarkt.fr/lucas-di-yorio/profil/spieler/439108,Avant-centre,Liga MX Apertura,2028,42,13,2979
Luca D'Andrea,21,Italie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/luca-dandrea/profil/spieler/725242,Ailier droit,Serie B,2026,28,8,2292
Prestige Mboungou,25,Congo,"2,50 mio. €",?,https://www.transfermarkt.fr/prestige-mboungou/profil/spieler/615667,Ailier gauche,Super liga Srbije,2027,30,7,2461
