Nom,Age,Position_Encoded,Valeur_Marchande_Clean,Matchs_22_23,Buts_22_23,Minutes_22_23,Duree_Contrat,Prix,Ligue_Autre,Ligue_Bundesliga,Ligue_LaLiga,Ligue_Ligue 1,Ligue_Premier League,Ligue_Serie A
Marco Brescianini,26,3,900000.0,39,3,2700,3.0,6200000.0,False,False,False,False,False,True
Fabricio Díaz,23,3,6000000.0,16,0,892,5.0,6100000.0,True,False,False,False,False,False
André Amaro,23,2,6000000.0,32,1,2794,3.0,7750000.0,True,False,False,False,False,False
Bruma,31,4,6000000.0,26,4,1480,5.0,6550000.0,True,False,False,False,False,False
Samu Aghehowa,21,4,200000.0,33,18,2063,6.0,6000000.0,True,False,False,False,False,False
Johnny Cardoso,24,3,6000000.0,49,2,3349,7.0,6000000.0,False,False,True,False,False,False
Jean Lucas,27,3,5000000.0,32,0,2186,5.0,6000000.0,True,False,False,False,False,False
Oleg Reabciuk,28,2,4000000.0,45,1,3782,3.0,6000000.0,True,False,False,False,False,False
Mads Bidstrup,24,3,2500000.0,34,0,2907,6.0,6000000.0,False,True,False,False,False,False
Maduka Okoye,26,1,2000000.0,2,0,180,5.0,6000000.0,False,False,False,False,False,True
Enso González,21,4,1900000.0,30,3,1800,6.0,6000000.0,False,False,False,False,True,False
Sivert Mannsverk,23,3,5000000.0,30,6,2606,3.0,6000000.0,True,False,False,False,False,False
George Ilenikhena,19,4,1000000.0,34,18,1501,6.0,6000000.0,True,False,False,False,False,False
Michal Skoras,25,4,6000000.0,53,16,4030,6.0,6000000.0,True,False,False,False,False,False
Sergio Arribas,24,3,5000000.0,41,22,3266,6.0,6000000.0,True,False,False,False,False,False
Diego Lainez,25,4,2500000.0,41,2,1777,4.0,6000000.0,True,False,False,False,False,False
Jhon Solís,21,3,700000.0,32,0,2118,3.0,6000000.0,True,False,False,False,False,False
Félix Torres,29,2,6000000.0,36,3,2769,3.0,5950000.0,True,False,False,False,False,False
Mostafa Mohamed,28,4,6000000.0,51,11,2953,4.0,5750000.0,False,False,False,True,False,False
Érick Gutiérrez,30,3,6000000.0,46,5,2459,4.0,5500000.0,True,False,False,False,False,False
Giovanni Fabbian,23,3,6000000.0,38,8,2992,3.0,5370000.0,False,False,False,False,False,True
Adson,25,4,6000000.0,41,5,2479,4.0,5000000.0,True,False,False,False,False,False
Bakhtiyor Zaynutdinov,27,2,6000000.0,27,1,2111,6.0,4500000.0,True,False,False,False,False,False
Pedro Raul,29,4,6000000.0,29,11,2278,5.0,4500000.0,True,False,False,False,False,False
Gerardo Arteaga,27,2,6000000.0,40,2,3527,4.0,4500000.0,True,False,False,False,False,False
Jean Onana,26,3,6000000.0,26,0,1027,3.0,4040000.0,False,False,False,False,False,True
Matheuzinho,25,2,6000000.0,25,0,1444,5.0,4000000.0,True,False,False,False,False,False
Kerem Demirbay,32,3,6000000.0,36,5,2118,6.0,3700000.0,True,False,False,False,False,False
Yeferson Soteldo,28,4,6000000.0,35,1,2354,5.0,3650000.0,True,False,False,False,False,False
Nathan Silva,28,2,6000000.0,21,1,1748,4.0,3650000.0,True,False,False,False,False,False
Alexis Flips,26,3,6000000.0,35,6,2124,5.0,3500000.0,True,False,False,False,False,False
Rodrigo,34,4,6000000.0,35,15,2067,3.0,3500000.0,True,False,False,False,False,False
David Terans,31,3,6000000.0,32,5,2027,3.0,3350000.0,True,False,False,False,False,False
Bartosz Slisz,26,3,6000000.0,38,0,3306,6.0,3200000.0,True,False,False,False,False,False
Emil Forsberg,34,4,6000000.0,43,9,2204,3.0,3000000.0,True,False,False,False,False,False
Iuri Medeiros,31,4,6000000.0,43,10,2809,4.0,3000000.0,True,False,False,False,False,False
Mathias Normann,29,3,6000000.0,17,0,1004,3.0,3000000.0,True,False,False,False,False,False
Jacob Brown,27,4,6000000.0,42,9,3070,3.0,2900000.0,True,False,False,False,False,False
Adrien Tamèze,32,3,6000000.0,39,0,3200,3.0,2800000.0,False,False,False,False,False,True
Willian Arão,33,3,6000000.0,45,1,3295,3.0,2500000.0,True,False,False,False,False,False
Arthur Masuaku,32,2,6000000.0,32,2,2669,3.0,2000000.0,False,False,False,True,False,False
Omar Marmoush,27,4,,36,6,1667,6.0,6000000.0,False,False,False,False,True,False
Dušan Tadić,37,4,,47,13,4074,3.0,6000000.0,True,False,False,False,False,False
Emil Audero,29,1,,26,0,2340,3.0,6000000.0,False,False,False,False,False,True
Ante Rebić,32,4,,31,3,1230,3.0,6000000.0,True,False,False,False,False,False
Abdallah Sima,24,4,,37,6,2016,6.0,6000000.0,False,False,False,True,False,False
Ayoze Pérez,32,4,,34,5,2220,5.0,6000000.0,False,False,True,False,False,False
Flavien Tait,33,3,,38,2,2199,1.0,6000000.0,True,False,False,False,False,False
Jean-Philippe Krasso,28,4,,35,17,2986,4.0,6000000.0,False,False,False,True,False,False
Cristian Guanca,32,3,,30,13,2541,3.0,6000000.0,True,False,False,False,False,False
Pep Biel,29,3,,48,16,3686,4.0,6000000.0,True,False,False,False,False,False
Ryan Fraser,31,4,,9,1,401,3.0,6000000.0,True,False,False,False,False,False
Matías Rojas,30,3,,38,9,2282,1.0,6000000.0,True,False,False,False,False,False
Manuel Lanzini,32,3,,39,3,2140,3.0,6000000.0,True,False,False,False,False,False
João Pedro,33,4,,43,5,1934,4.0,6000000.0,True,False,False,False,False,False
Alfredo Morelos,29,4,,48,12,2359,5.0,6000000.0,True,False,False,False,False,False
Karol Świderski,29,4,,40,15,3108,5.0,6000000.0,True,False,False,False,False,False
Myron Boadu,25,4,,16,3,402,3.0,6000000.0,True,False,False,False,False,False
Miguel Crespo,29,3,,37,3,1999,4.0,6000000.0,True,False,False,False,False,False
Lucien Agoumé,23,3,,15,0,1098,5.0,6000000.0,False,False,True,False,False,False
Jordan Zemura,26,2,,22,0,1656,4.0,6000000.0,False,False,False,False,False,True
Stijn Spierings,29,3,,42,3,3523,5.0,6000000.0,True,False,False,False,False,False
Morgan Sanson,31,3,,21,2,1508,4.0,6000000.0,False,False,False,True,False,False
Lucas Moura,33,4,,42,7,1987,3.0,6000000.0,True,False,False,False,False,False
Agustín Rossi,30,1,,24,0,2071,4.0,6000000.0,True,False,False,False,False,False
Matheus Uribe,34,3,,51,5,4145,3.0,6000000.0,True,False,False,False,False,False
Divock Origi,30,4,,36,2,1187,1.0,6000000.0,True,False,False,False,False,False
Mohamed Bayo,27,4,,30,5,762,3.0,6000000.0,True,False,False,False,False,False
Faitout Maouassa,27,2,,34,5,1958,3.0,6000000.0,True,False,False,False,False,False
Du Queiroz,26,3,,17,0,981,3.0,6000000.0,True,False,False,False,False,False
Praxedes,24,3,,32,3,1739,3.0,6000000.0,True,False,False,False,False,False
Yasin Ayari,22,3,,9,1,417,4.0,6000000.0,False,False,False,False,True,False
Jamal Lewis,28,2,,4,0,123,3.0,6000000.0,True,False,False,False,False,False
Ross Barkley,32,3,,28,4,1004,3.0,6000000.0,False,False,False,False,True,False
Eliot Matazo,23,3,,29,1,1500,5.0,6000000.0,True,False,False,False,False,False
Youcef Atal,29,2,,25,1,1334,3.0,6000000.0,True,False,False,False,False,False
Samu Castillejo,31,4,,26,4,1425,3.0,6000000.0,True,False,False,False,False,False
Bruno Méndez,26,2,,53,0,3537,4.0,6000000.0,True,False,False,False,False,False
Augusto Batalla,29,1,,51,0,4590,7.0,6000000.0,False,False,True,False,False,False
Matteo Prati,22,3,1000000.0,20,2,1479,3.0,5900000.0,False,False,False,False,False,True
Glen Kamara,30,3,5500000.0,35,1,1661,5.0,5800000.0,False,False,False,True,False,False
Jaden Philogene,24,4,2800000.0,39,5,2388,6.0,5800000.0,True,False,False,False,False,False
Sam Surridge,27,4,5000000.0,42,8,1663,3.0,5800000.0,True,False,False,False,False,False
Cristian Arango,30,4,5000000.0,31,13,1856,3.0,5580000.0,True,False,False,False,False,False
Angelo Stiller,24,3,5000000.0,23,1,852,5.0,5500000.0,False,True,False,False,False,False
Rogério,28,2,5500000.0,37,0,3043,4.0,5500000.0,False,True,False,False,False,False
In-beom Hwang,29,3,4500000.0,40,5,3188,5.0,5500000.0,True,False,False,False,False,False
Hernán López Muñoz,25,3,5500000.0,38,5,2968,3.0,5500000.0,True,False,False,False,False,False
Emmanuel Latte Lath,27,4,1500000.0,34,16,2011,5.0,5500000.0,True,False,False,False,False,False
Cédric Zesiger,27,2,5500000.0,41,2,3566,6.0,5000000.0,False,True,False,False,False,False
Víctor Dávila,28,4,5500000.0,40,13,2766,4.0,5000000.0,True,False,False,False,False,False
Fashion Sakala,28,4,5500000.0,41,12,2593,3.0,4650000.0,True,False,False,False,False,False
Bruno Zapelli,23,3,5500000.0,45,3,2982,5.0,4050000.0,True,False,False,False,False,False
Henry Onyekuru,28,4,5500000.0,30,8,2123,4.0,3500000.0,True,False,False,False,False,False
Marcus Ingvartsen,30,4,5500000.0,31,12,1418,4.0,2950000.0,True,False,False,False,False,False
Jeff Chabot,27,2,5500000.0,23,0,1946,5.0,2500000.0,False,True,False,False,False,False
Nicolae Stanciu,32,3,5500000.0,26,1,2274,4.0,2500000.0,True,False,False,False,False,False
Alexis Vega,28,4,5500000.0,34,6,2666,1.0,1380000.0,True,False,False,False,False,False
Kristijan Jakic,28,3,,36,1,2278,5.0,5500000.0,False,True,False,False,False,False
Igor Coronado,33,3,,33,6,2969,4.0,5500000.0,True,False,False,False,False,False
Manolis Siopis,31,3,,40,0,2757,4.0,5500000.0,True,False,False,False,False,False
Oussama Idrissi,29,4,,38,7,2154,5.0,5500000.0,True,False,False,False,False,False
Léo Dubois,31,2,,25,1,1309,1.0,5500000.0,True,False,False,False,False,False
Teddy Teuma,32,3,5000000.0,52,14,4352,3.0,5450000.0,True,False,False,False,False,False
Bertuğ Yıldırım,23,4,2700000.0,30,6,1126,6.0,5400000.0,True,False,False,False,False,False
Aleksa Terzic,26,2,2000000.0,32,1,1608,5.0,5400000.0,False,True,False,False,False,False
Mateusz Wieteska,28,2,3000000.0,37,0,3271,3.0,5300000.0,True,False,False,False,False,False
Darío Osorio,22,4,3500000.0,18,3,1087,7.0,5200000.0,True,False,False,False,False,False
Carles Pérez,27,4,5000000.0,38,5,2409,3.0,5200000.0,True,False,False,False,False,False
Christopher Bonsu Baah,21,4,1200000.0,15,1,1133,6.0,5200000.0,True,False,False,False,False,False
Nicolas Kühn,26,4,1500000.0,29,4,1816,6.0,5100000.0,False,False,False,False,False,True
Matteo Cancellieri,23,4,5000000.0,30,0,602,4.0,8500000.0,False,False,False,False,False,True
João Victor,27,2,5000000.0,19,0,1228,6.0,8000000.0,True,False,False,False,False,False
Yann Sommer,37,1,5000000.0,36,0,3163,3.0,6900000.0,False,False,False,False,False,True
Matej Kovar,25,1,1800000.0,32,0,2910,7.0,5000000.0,True,False,False,False,False,False
Daniel Peretz,25,1,4000000.0,45,0,4080,3.0,5000000.0,True,False,False,False,False,False
Cyriel Dessers,31,4,5000000.0,32,10,1951,5.0,5000000.0,True,False,False,False,False,False
Magnus Mattsson,26,3,3000000.0,26,4,1907,5.0,5000000.0,True,False,False,False,False,False
Srdjan Babic,29,2,3500000.0,34,3,2999,4.0,5000000.0,True,False,False,False,False,False
Maik Nawrocki,25,2,4000000.0,31,4,2508,3.0,5000000.0,True,False,False,False,False,False
Clinton Mata,33,2,4500000.0,30,1,2202,5.0,5000000.0,False,False,False,True,False,False
Cenk Özkacar,25,2,5000000.0,21,0,1708,3.0,5000000.0,False,True,False,False,False,False
Pepelu,27,3,3000000.0,47,1,3897,5.0,5000000.0,False,False,True,False,False,False
Mohamed Bamba,24,4,1200000.0,37,20,3114,5.0,5000000.0,False,False,False,True,False,False
Kaku,31,3,5000000.0,27,8,2011,3.0,5000000.0,True,False,False,False,False,False
Kevin Mier,25,1,3500000.0,49,0,4306,6.0,5000000.0,True,False,False,False,False,False
Jack Hendry,30,2,3000000.0,17,0,1138,3.0,5000000.0,True,False,False,False,False,False
Yangel Herrera,28,3,5000000.0,20,2,964,7.0,5000000.0,False,False,True,False,False,False
Facundo Farías,23,3,5000000.0,21,3,1441,5.0,5000000.0,True,False,False,False,False,False
Milos Lukovic,20,4,5000000.0,43,17,3367,3.0,4700000.0,True,False,False,False,False,False
Omar Campos,23,2,5000000.0,41,1,3568,1.0,4600000.0,True,False,False,False,False,False
Caio Alexandre,26,3,5000000.0,65,5,5246,5.0,4500000.0,True,False,False,False,False,False
Thiago Mendes,33,3,5000000.0,34,1,2283,4.0,4210000.0,True,False,False,False,False,False
Ferreirinha,28,4,5000000.0,39,7,1830,4.0,4099999.9999999995,True,False,False,False,False,False
Jessic Ngankam,25,4,5000000.0,19,4,913,3.0,4000000.0,False,True,False,False,False,False
Wladimiro Falcone,30,1,5000000.0,39,0,3540,5.0,4000000.0,False,False,False,False,False,True
Antonio Blanco,25,3,5000000.0,23,0,1689,4.0,4000000.0,False,False,True,False,False,False
Michael Obafemi,25,4,5000000.0,33,5,1410,3.0,4000000.0,True,False,False,False,False,False
Enzo Copetti,30,4,5000000.0,29,7,2209,4.0,3950000.0,True,False,False,False,False,False
Tomás Belmonte,27,3,5000000.0,22,2,1911,5.0,3650000.0,True,False,False,False,False,False
Gerzino Nyamsi,29,2,5000000.0,21,1,1669,4.0,3500000.0,True,False,False,False,False,False
Gastón Álvarez,25,2,5000000.0,25,2,1650,5.0,3500000.0,True,False,False,False,False,False
Oriol Romeu,34,3,5000000.0,36,2,3207,3.0,3400000.0,True,False,False,False,False,False
Valentino Lazaro,29,3,5000000.0,25,0,1401,3.0,3400000.0,False,False,False,False,False,True
Marco Richter,28,3,5000000.0,29,6,1844,3.0,3000000.0,True,False,False,False,False,False
Samú Costa,25,3,5000000.0,33,1,2051,5.0,3000000.0,False,False,True,False,False,False
Álvaro Odriozola,30,2,5000000.0,6,0,93,6.0,3000000.0,False,False,True,False,False,False
Fredrik Midtsjø,32,3,5000000.0,27,1,921,1.0,3000000.0,True,False,False,False,False,False
Vítor Tormena,30,2,5000000.0,40,1,3367,6.0,3000000.0,True,False,False,False,False,False
Miguel Merentiel,29,4,5000000.0,50,18,2785,4.0,2810000.0,True,False,False,False,False,False
Romain Saïss,35,2,5000000.0,26,1,2042,3.0,2500000.0,True,False,False,False,False,False
Mislav Orsic,33,4,5000000.0,33,13,2081,3.0,2400000.0,True,False,False,False,False,False
Moisés,30,2,5000000.0,36,1,2999,6.0,2300000.0,True,False,False,False,False,False
Antonio Colak,32,4,5000000.0,39,18,2233,4.0,2270000.0,True,False,False,False,False,False
Vítor Carvalho,28,3,5000000.0,41,5,3402,5.0,2100000.0,True,False,False,False,False,False
Mats Rits,32,3,5000000.0,21,2,1243,3.0,2000000.0,True,False,False,False,False,False
Arbnor Muja,27,4,5000000.0,37,6,2465,3.0,2000000.0,True,False,False,False,False,False
Birger Meling,31,2,5000000.0,35,0,1689,4.0,2000000.0,True,False,False,False,False,False
Cristian Ramírez,31,2,5000000.0,39,2,3228,4.0,2000000.0,True,False,False,False,False,False
Víctor Gómez,25,2,5000000.0,39,0,2934,5.0,2000000.0,True,False,False,False,False,False
Wesley,26,4,5000000.0,42,4,2637,1.0,2000000.0,True,False,False,False,False,False
Darian Males,24,3,5000000.0,47,11,2629,4.0,1900000.0,True,False,False,False,False,False
Matías Cóccaro,28,4,5000000.0,52,12,3423,5.0,1750000.0,True,False,False,False,False,False
Jobe Bellingham,20,3,5000000.0,23,0,663,7.0,1750000.0,False,True,False,False,False,False
Ricardo Gomes,34,4,5000000.0,48,28,4057,4.0,1500000.0,True,False,False,False,False,False
Gustavo Cuéllar,33,3,5000000.0,30,0,2663,3.0,1380000.0,True,False,False,False,False,False
Timothée Pembélé,23,2,5000000.0,6,0,324,3.0,1000000.0,False,False,False,True,False,False
Cédric Bakambu,34,4,5000000.0,40,18,2469,3.0,700000.0,False,False,True,False,False,False
Fousseni Diabaté,30,4,5000000.0,45,7,3484,4.0,600000.0,True,False,False,False,False,False
Chiquinho,30,3,5000000.0,44,2,2359,4.0,500000.0,True,False,False,False,False,False
Diego Fagúndez,30,4,5000000.0,35,4,1916,1.0,273000.0,True,False,False,False,False,False
César Azpilicueta,36,2,,32,0,1844,3.0,5000000.0,False,False,True,False,False,False
Yusuf Demir,22,4,,11,1,482,4.0,5000000.0,False,True,False,False,False,False
Christos Tzolis,24,4,,29,4,924,6.0,5000000.0,True,False,False,False,False,False
Sepp van den Berg,24,2,,10,1,786,6.0,5000000.0,False,False,False,False,True,False
Marko Arnautovic,36,4,,23,10,1674,4.0,5000000.0,True,False,False,False,False,False
Eric Bailly,31,2,,23,0,859,4.0,5000000.0,False,False,True,False,False,False
Jonjo Shelvey,33,3,,13,0,665,1.0,5000000.0,True,False,False,False,False,False
Peter Olayinka,30,4,,37,17,2886,1.0,5000000.0,True,False,False,False,False,False
Óscar Estupiñán,29,4,,37,13,2586,4.0,5000000.0,True,False,False,False,False,False
Adrià Pedrosa,27,2,,7,0,226,3.0,5000000.0,False,False,True,False,False,False
Valentin Rosier,29,2,,29,1,2384,5.0,5000000.0,False,False,True,False,False,False
Taxiarchis Fountas,30,4,,17,6,1102,3.0,5000000.0,True,False,False,False,False,False
Calvin Ramsay,22,2,,7,2,338,4.0,5000000.0,True,False,False,False,False,False
Jeffinho,26,4,,11,2,498,3.0,5000000.0,True,False,False,False,False,False
Matt Doherty,34,2,,18,1,903,3.0,5000000.0,False,False,False,False,True,False
Arnau Tenas,24,1,,30,0,2700,6.0,5000000.0,False,False,True,False,False,False
Adam Buksa,29,4,,9,1,157,6.0,5000000.0,False,False,False,False,False,True
Sam Greenwood,24,4,,29,2,1238,5.0,5000000.0,True,False,False,False,False,False
Omar Richards,27,2,,0,0,0,3.0,5000000.0,True,False,False,False,False,False
Jorge Sánchez,28,2,,29,3,1963,6.0,5000000.0,True,False,False,False,False,False
Jeremy Sarmiento,23,4,,13,0,359,3.0,5000000.0,True,False,False,False,False,False
Josh Maja,27,4,,41,17,3087,3.0,5000000.0,True,False,False,False,False,False
Roman Yaremchuk,30,4,,32,2,1194,3.0,5000000.0,False,False,False,True,False,False
Denis Suárez,32,3,,18,0,955,4.0,5000000.0,False,False,True,False,False,False
Matteo Gabbia,26,2,,17,1,903,6.0,5000000.0,False,False,False,False,False,True
Jon Karrikaburu,23,4,,31,5,1414,4.0,5000000.0,False,False,True,False,False,False
Sydney van Hooijdonk,26,4,,39,19,3068,5.0,5000000.0,True,False,False,False,False,False
Han-Noah Massengo,24,3,,27,0,1810,7.0,5000000.0,False,True,False,False,False,False
Juan Escobar,30,2,,34,0,2967,1.0,5000000.0,True,False,False,False,False,False
Alexandru Cicâldău,28,3,,31,5,2333,5.0,5000000.0,True,False,False,False,False,False
Valentín Carboni,20,3,,23,5,1431,3.0,5000000.0,True,False,False,False,False,False
Lorenzo Colombo,23,4,,34,6,1570,3.0,5000000.0,False,False,False,False,False,True
Liam Delap,23,4,,38,4,1938,8.0,5000000.0,False,False,False,False,True,False
Mason Greenwood,24,4,,0,0,0,6.0,5000000.0,False,False,False,True,False,False
Dorukhan Toköz,29,3,,9,0,499,4.0,5000000.0,True,False,False,False,False,False
Ismaël Gharbi,21,4,,26,18,1713,3.0,5000000.0,False,True,False,False,False,False
Savinho,21,4,,17,2,724,8.0,5000000.0,False,False,False,False,True,False
Jason Denayer,30,2,,11,0,861,1.0,5000000.0,True,False,False,False,False,False
Grzegorz Krychowiak,36,3,,31,3,2769,1.0,5000000.0,True,False,False,False,False,False
Thiago Andrade,25,4,,20,1,505,4.0,5000000.0,True,False,False,False,False,False
Miles Robinson,28,2,,32,2,2817,4.0,5000000.0,True,False,False,False,False,False
Jeff Reine-Adélaïde,28,3,,20,0,556,4.0,5000000.0,True,False,False,False,False,False
Sergio Busquets,37,3,,62,0,5012,1.0,5000000.0,True,False,False,False,False,False
Jordi Alba,36,2,,43,4,2902,1.0,5000000.0,True,False,False,False,False,False
Mauricio Isaís,24,2,4000000.0,44,3,3455,1.0,4950000.0,True,False,False,False,False,False
Ui-jo Hwang,33,3,,32,4,2023,4.0,4800000.0,True,False,False,False,False,False
Yorbe Vertessen,25,4,4000000.0,32,6,1079,6.0,4750000.0,False,True,False,False,False,False
Luis Palma,26,4,2500000.0,36,13,2107,3.0,4750000.0,True,False,False,False,False,False
Chimy Ávila,32,4,3500000.0,36,9,2069,4.0,4700000.0,False,False,True,False,False,False
Tahith Chong,26,3,3200000.0,41,4,3028,6.0,4700000.0,True,False,False,False,False,False
Ishé Samuels-Smith,19,2,,29,0,2095,3.0,4700000.0,True,False,False,False,False,False
Bruno Rodrigues,28,4,3500000.0,49,13,4017,5.0,4650000.0,True,False,False,False,False,False
Renato Veiga,22,2,1000000.0,33,3,2365,9.0,4600000.0,False,False,True,False,False,False
Bénie Traoré,23,4,3500000.0,20,15,1628,5.0,4600000.0,True,False,False,False,False,False
Juan Sforza,23,3,4500000.0,43,3,3606,3.0,4600000.0,True,False,False,False,False,False
Liam Kitching,26,2,1000000.0,53,4,4730,4.0,4600000.0,True,False,False,False,False,False
Javairô Dilrosun,27,4,4000000.0,43,6,2515,1.0,4600000.0,True,False,False,False,False,False
Leo Suárez,29,4,3000000.0,40,10,2062,3.0,4600000.0,True,False,False,False,False,False
Julián Fernández,22,4,4500000.0,30,5,974,3.0,4570000.0,True,False,False,False,False,False
Moisés,29,4,1300000.0,22,6,1147,4.0,4540000.0,True,False,False,False,False,False
Riccardo Calafiori,23,2,4500000.0,34,1,2691,6.0,24500000.0,False,False,False,False,True,False
Douglas Augusto,29,3,4500000.0,36,5,2903,5.0,6800000.0,True,False,False,False,False,False
Wouter Burger,24,3,4500000.0,50,6,3533,7.0,5800000.0,False,True,False,False,False,False
Samuele Mulattieri,25,4,4500000.0,30,12,1506,3.0,5300000.0,True,False,False,False,False,False
Youssef Maleh,27,3,4500000.0,29,0,1218,3.0,5000000.0,False,False,False,False,False,True
Filippo Terracciano,23,2,3500000.0,20,0,816,3.0,4500000.0,False,False,False,False,False,True
Luis Vázquez,24,4,2000000.0,20,3,592,3.0,4500000.0,False,False,True,False,False,False
Aron Dønnum,27,3,3000000.0,41,3,3119,4.0,4500000.0,False,False,False,True,False,False
Anton Gaaei,23,2,2000000.0,37,1,3080,5.0,4500000.0,True,False,False,False,False,False
Francisco Ortega,26,2,3800000.0,27,1,2354,5.0,4500000.0,True,False,False,False,False,False
Óscar Cortés,22,4,4200000.0,19,6,1352,3.0,4500000.0,True,False,False,False,False,False
Tadeo Allende,26,4,4500000.0,38,10,2807,7.0,4500000.0,True,False,False,False,False,False
Akor Adams,26,4,4000000.0,18,17,1538,6.0,4500000.0,False,False,True,False,False,False
Yunus Konak,20,3,1800000.0,0,0,0,3.0,4500000.0,True,False,False,False,False,False
Kevin Rodríguez,25,4,500000.0,25,5,1069,4.0,4500000.0,True,False,False,False,False,False
Nicolás López,32,4,3000000.0,32,3,1077,3.0,4500000.0,True,False,False,False,False,False
Olimpiu Moruțan,26,4,4500000.0,36,6,2369,4.0,3000000.0,True,False,False,False,False,False
Kiril Despodov,29,4,4500000.0,48,19,3224,4.0,3000000.0,True,False,False,False,False,False
Rominigue Kouamé,29,3,4500000.0,32,1,2669,3.0,2500000.0,True,False,False,False,False,False
Can Bozdogan,24,3,4500000.0,29,1,2024,3.0,1000000.0,True,False,False,False,False,False
Igor Vujacic,31,2,4500000.0,44,2,3814,6.0,1000000.0,True,False,False,False,False,False
Oliver Abildgaard,29,3,4500000.0,22,0,744,4.0,850000.0,True,False,False,False,False,False
Kamal Miller,28,2,4500000.0,41,0,3504,3.0,570000.0,True,False,False,False,False,False
Arnór Sigurdsson,26,4,,15,9,1312,4.0,4500000.0,True,False,False,False,False,False
Suat Serdar,28,3,,33,4,2112,5.0,4500000.0,False,False,False,False,False,True
Colin Dagba,27,2,,21,0,958,3.0,4500000.0,True,False,False,False,False,False
Kike Pérez,28,3,,39,2,2516,4.0,4500000.0,True,False,False,False,False,False
Sergio Ramos,39,2,,45,4,3701,1.0,4500000.0,True,False,False,False,False,False
Lukas Kacavenda,22,4,,16,0,962,3.0,4500000.0,False,True,False,False,False,False
Berat Özdemir,27,3,,28,1,2123,4.0,4500000.0,True,False,False,False,False,False
Paxten Aaronson,22,3,,9,0,214,7.0,4500000.0,True,False,False,False,False,False
Karlan Grant,28,4,,35,5,1937,3.0,4500000.0,True,False,False,False,False,False
Matthis Abline,22,4,,37,5,1219,5.0,4500000.0,False,False,False,True,False,False
Gianluca Gaetano,25,3,,12,1,163,6.0,4500000.0,False,False,False,False,False,True
Zinho Vanheusden,26,2,,8,0,248,1.0,4500000.0,True,False,False,False,False,False
Henrique Araújo,24,4,,28,6,1112,4.0,4500000.0,True,False,False,False,False,False
Naïm Sliti,33,4,,12,1,825,4.0,4500000.0,True,False,False,False,False,False
Stefano Turati,24,1,,38,0,3420,5.0,4500000.0,False,False,False,False,False,True
Tozé,33,3,,33,6,2962,1.0,4500000.0,True,False,False,False,False,False
Luca Orellano,25,4,,23,1,706,1.0,4500000.0,True,False,False,False,False,False
Lucas Merolla,30,2,,4,0,297,3.0,4500000.0,True,False,False,False,False,False
Facundo Colidio,26,4,3500000.0,45,5,2842,4.0,4400000.0,True,False,False,False,False,False
Batista Mendy,26,3,3000000.0,38,0,3115,3.0,4400000.0,False,False,True,False,False,False
Nahuel Ferraresi,27,2,1500000.0,4,0,264,4.0,4300000.0,True,False,False,False,False,False
Simo Keddari,21,2,500000.0,24,0,1640,3.0,4300000.0,True,False,False,False,False,False
Andy Pelmard,25,2,4300000.0,58,0,4820,3.0,1900000.0,True,False,False,False,False,False
Hugo Novoa,23,2,,28,2,1134,3.0,4300000.0,True,False,False,False,False,False
Alexandre Penetra,24,2,4000000.0,36,4,3135,5.0,4200000.0,True,False,False,False,False,False
Willer Ditta,28,2,4000000.0,24,0,2116,5.0,4200000.0,True,False,False,False,False,False
Cristian Olivera,23,4,1000000.0,40,8,3213,3.0,4099999.9999999995,True,False,False,False,False,False
Kevin,23,4,4000000.0,30,11,1889,7.0,14800000.0,False,False,False,False,True,False
Igor Thiago,24,4,4000000.0,53,20,3234,6.0,11000000.0,False,False,False,False,True,False
Joseph Okumu,28,2,4000000.0,45,1,3713,5.0,10000000.0,True,False,False,False,False,False
Rodrigo Zalazar,26,3,4000000.0,23,2,1402,5.0,6000000.0,True,False,False,False,False,False
Francesco Acerbi,37,2,4000000.0,49,1,3828,3.0,4000000.0,False,False,False,False,False,True
David Zima,25,2,4000000.0,11,1,548,5.0,4000000.0,True,False,False,False,False,False
Olivier Deman,25,2,3000000.0,38,1,3011,5.0,4000000.0,False,True,False,False,False,False
Archie Brown,23,2,700000.0,36,5,3071,5.0,4000000.0,True,False,False,False,False,False
Cherif Ndiaye,30,4,2200000.0,12,8,810,6.0,4000000.0,True,False,False,False,False,False
Ulisses Garcia,30,2,3000000.0,34,2,2433,3.0,4000000.0,False,False,False,False,False,True
Hendry Blank,21,2,1000000.0,27,2,1770,3.0,4000000.0,True,False,False,False,False,False
Zion Suzuki,23,1,1000000.0,6,0,540,6.0,4000000.0,False,False,False,False,False,True
Million Manhoef,24,4,3500000.0,35,9,2500,4.0,4000000.0,True,False,False,False,False,False
Morgan Guilavogui,27,4,2500000.0,36,18,2270,6.0,4000000.0,True,False,False,False,False,False
Sverrir Ingi Ingason,32,2,4000000.0,36,3,3217,5.0,4000000.0,True,False,False,False,False,False
Skelly Alvero,23,3,3000000.0,33,2,1933,3.0,4000000.0,True,False,False,False,False,False
Ignacio Miramón,22,3,4000000.0,27,0,2134,3.0,4000000.0,True,False,False,False,False,False
Kristijan Belic,24,3,2500000.0,32,1,2034,3.0,4000000.0,True,False,False,False,False,False
Ibrahim Sadiq,25,4,2000000.0,16,12,1147,5.0,4000000.0,True,False,False,False,False,False
